"account_uuid","product","premium","carrier_id","convert"
"50db3acb-6b09b-3df4-1cd31-8c38311d35","Package",1090,73,1
"22b10e3b-a70e-425d-ba9c-bcba6cce59d3","Workers_Compensation",3282.75,29,1
"22b10e3b-a70e-425d-ba9c-bcba6cce59d3","Business_Owners_Policy_BOP",2420,30,1
"da7ccb52-acc5f-c6c5-b7909-b3f286c12e","Business_Owners_Policy_BOP",656.09,30,0
"6892a068-0c18c-df10-d433a-25cda8d10c","CW_Directors_Officers_D_O",752,21,1
"63616f66-8aec7-b05b-cf0c0-451a1e4d17","CW_GL_and_E_O",1135,31,1
"97536848-364c5-f518-5fa43-9ca590ed3e","General_Liability",430,39,1
"e22d9722-0aa4d-b882-16910-1f99bf0fdc","General_Liability",984,39,1
"a63a01ed-2e8e9-071e-5470e-f475639f01","Business_Owners_Policy_BOP",475,30,0
"afd814ab-73176-589a-0edf1-414ddfaf5e","Package",10269.23,39,1
"a90d5889-e80e1-c081-318ef-b9dfb4946b","General_Liability",350,31,1
"a174f84f-046d-4f18-9d14-54a280578bde","General_Liability",930,9,1
"d6bbf803-756f-4a6f-a7d5-2246d6762812","General_Liability",500,39,1
"3981a179-ffde3-8a56-8e140-0fa3f0d754","General_Liability",2557,39,1
"47f9e99f-af3e8-09ed-af52d-fdc73b4e7f","Business_Owners_Policy_BOP",2506.13,30,1
"4ed1afbe-a5aed-44ab-61604-9e0c96df89","Business_Owners_Policy_BOP",475,30,0
"e3d7a24d-d28b-46a7-af2c-56a162a17511","General_Liability",495,31,1
"3c478fb1-66b1-4643-a883-e55f79672e70","Commercial_Auto",2067,53,1
"5cc229e6-a6897-91e3-dbce6-25590d3ca3","Commercial_Auto",24433.52,53,1
"f0f42103-6388-43f5-82ab-02eef2518311","Business_Owners_Policy_BOP",791,30,1
"f6689aa1-95cc-41cf-bca6-86f7f49b8621","General_Liability",346,31,1
"f0c7dbae-bce7-4f2b-9fb2-da79e8654eeb","General_Liability",630,9,1
"f6689aa1-95cc-41cf-bca6-86f7f49b8621","General_Liability",350,60,0
"ac1c95b4-c63a-47b7-9abb-9e54fbee6947","Package",1355,39,0
"ed9726d5-d6d5f-acc1-d8c2b-851ce86674","Commercial_Auto",515,53,1
"41e87c55-4051f-5402-c978c-320f1f9843","General_Liability",498,31,1
"3a691161-7b62-4c07-9674-d2181f92df36","General_Liability",500,31,1
"2eb1b6b6-3c198-ea64-4bc45-3b9389ebdc","General_Liability",576,39,0
"cefe1cdf-514f6-9973-4afc9-3684498cf9","General_Liability",350,60,1
"42deb6a7-4547-4973-9d8f-d1df972e71aa","General_Liability",689,60,1
"57c804f6-cb41a-2a6d-5fa7b-91cc6a7dd8","General_Liability",500,31,1
"68675bb4-374dc-3954-3e0c3-a1851b4a10","Commercial_Auto",2253,53,0
"68675bb4-374dc-3954-3e0c3-a1851b4a10","Business_Owners_Policy_BOP",928,60,0
"68675bb4-374dc-3954-3e0c3-a1851b4a10","Business_Owners_Policy_BOP",746,60,0
"04dcec4d-2cf07-b38e-b65b8-5f58cd3824","General_Liability",1695,39,1
"df20514d-d9d77-2ce6-176f4-b0f16589eb","Business_Owners_Policy_BOP",946,30,1
"c9a7499c-873f-413e-8046-0af1f1d92b05","General_Liability",628,39,0
"c9a7499c-873f-413e-8046-0af1f1d92b05","General_Liability",650,60,1
"489d01a2-58929-e540-7c80e-81bc705709","Business_Owners_Policy_BOP",2700.76,30,0
"e3c7c178-9a49c-7f63-59985-ce30b2b469","Package",1393,73,1
"3fbb0770-1dc4-48df-a92c-f445a9cc8fa9","General_Liability",526.13,39,1
"d6b6384e-f9d6-41c3-9882-19f3d5768971","General_Liability",1355,39,1
"fc82bab9-02c93-4adb-d75d8-2ada259ad1","Business_Owners_Policy_BOP",500,60,1
"4c73ceb3-06bbb-3090-9ba4c-f2ae7f7915","General_Liability",1249,60,0
"ddaa26da-929a4-3f1b-0c206-d93ce9a550","Business_Owners_Policy_BOP",1496,30,1
"97e3a28a-670fd-29b8-8f30c-b2452a3b29","General_Liability",1332,39,0
"e11b13c3-53ebb-ba34-17f72-ce7ad2445c","Business_Owners_Policy_BOP",13258,29,0
"e18b13e5-9e318-754e-870ef-2a92f118e7","Commercial_Property",1069,74,1
"e11b13c3-53ebb-ba34-17f72-ce7ad2445c","Workers_Compensation",9679,39,0
"e11b13c3-53ebb-ba34-17f72-ce7ad2445c","Package",20797.6,39,0
"b6956f1a-64c62-febd-a0c5d-91e377ac62","Commercial_Auto",277,39,1
"073f2021-a8f8-4412-8a98-b2ca6598b116","General_Liability",440,31,1
"610c7986-918b9-3557-4c5f3-01feff48d0","General_Liability",500,39,0
"610c7986-918b9-3557-4c5f3-01feff48d0","General_Liability",652,60,1
"89e35990-58e19-2e28-71b89-ccacdb44db","General_Liability",495,31,1
"935012f0-56e9d-77bd-879f2-fa3087dff7","General_Liability",500,39,1
"86d71b6a-fec7a-4cf8-2633c-865b694e66","General_Liability",2560,9,1
"f0c230ef-eb949-dc96-1a845-6773c77f76","General_Liability",500,39,0
"8af1705d-3c2c4-d30f-7a42a-e5e1039ef1","Business_Owners_Policy_BOP",490,30,0
"487f110b-d35ee-c70b-d3c6b-679d3953fa","General_Liability",550,60,0
"8af1705d-3c2c4-d30f-7a42a-e5e1039ef1","Business_Owners_Policy_BOP",679,39,0
"5c74f86b-1480-428c-b9a5-e0221e8c713a","CW_Umbrella_Policy",1212,39,1
"f0076dfb-534bc-2dad-872bf-3d5c268251","Workers_Compensation",555,71,1
"87465638-f658-4610-9942-4f71baf9ab59","Business_Owners_Policy_BOP",495,31,1
"b43229b0-34576-f76f-a7035-0824553b96","General_Liability",881,39,1
"5946fe3c-1262-41eb-9f74-3e8c3d7ebad6","General_Liability",500,31,1
"18100a36-933cc-c70e-030a7-2b58a5a8f1","CW_Errors_Omissions_E_O",4898,22,0
"bddaafdf-20e7-4724-8eea-e0f809d2a015","Commercial_Property",2883.91,39,0
"87465638-f658-4610-9942-4f71baf9ab59","CW_Professional_Liability",1077,31,1
"e6612578-791f4-6028-d4c0b-d0fb536945","CW_Errors_Omissions_E_O",390,31,1
"adf8f5f4-020dd-866a-d0dc0-917276b21e","Business_Owners_Policy_BOP",1016,60,0
"22943acf-473a-4560-996f-bdbfccbc3743","General_Liability",661,39,1
"adf8f5f4-020dd-866a-d0dc0-917276b21e","Business_Owners_Policy_BOP",829,60,1
"a4137c12-87c5f-e917-2fb98-bae3f95912","Business_Owners_Policy_BOP",2462,29,1
"a4137c12-87c5f-e917-2fb98-bae3f95912","Workers_Compensation",2888,29,1
"0c0653c6-16575-d219-c104e-bac68e277f","General_Liability",1410,39,1
"2e200821-a9c7-4776-93af-1fb61272e0b8","General_Liability",594,60,0
"6d055f9e-8bdc2-ef32-0215d-7ef8455ecd","Business_Owners_Policy_BOP",5022.07,30,0
"74020e89-0b0c-4cdb-bb68-64a2e707f03d","General_Liability",929,39,0
"0ed97b9a-d0ac2-83ea-f9b98-b15591f4a6","General_Liability",650,60,1
"e1613a34-eca2-4589-940d-e49fe339a25c","Commercial_Auto",43765,53,1
"fba73432-00451-e0f0-7e48f-41891fdbcb","General_Liability",500,31,1
"54a0e74f-1df9-4282-ba41-3f888bdd5558","General_Liability",495,31,1
"7c3e8d4c-6da7f-b035-a9d7d-5444b77979","General_Liability",658,39,1
"54a0e74f-1df9-4282-ba41-3f888bdd5558","General_Liability",846,39,0
"0012a66e-7171-4f07-ac42-029f88fb4d2c","Business_Owners_Policy_BOP",2608.57,30,0
"0012a66e-7171-4f07-ac42-029f88fb4d2c","Business_Owners_Policy_BOP",2022.37,39,1
"bbedc1cb-d56b4-a2a0-1247c-4cee06f4c7","Workers_Compensation",4923,29,0
"f8d9df41-eaed7-9633-aa8b5-87c8dab88e","Package",613,73,1
"6dad1e11-c6ad-489c-ac32-20d0c03f674e","General_Liability",500,31,1
"e986d485-0914-41e7-aa34-bf19502cfbb1","Business_Owners_Policy_BOP",500,39,0
"489d01a2-58929-e540-7c80e-81bc705709","General_Liability",2079,39,1
"df14a7d1-430b-459b-b16b-27e03d9fb5d2","General_Liability",689,60,0
"df14a7d1-430b-459b-b16b-27e03d9fb5d2","General_Liability",529,39,1
"07856253-59f6-49c8-b23b-c29e865b6cc0","General_Liability",1070,31,1
"2f6c570f-8441c-5508-91762-a466e48236","General_Liability",650,39,1
"7842647a-9e953-a47d-fa36b-29ed54ab82","Business_Owners_Policy_BOP",503,60,1
"7842647a-9e953-a47d-fa36b-29ed54ab82","Business_Owners_Policy_BOP",503,60,0
"af9d2a3b-f0916-b208-5822b-fc649671cc","CW_Errors_Omissions_E_O",1092,31,1
"1f9a8ad1-d5185-47f2-22841-ab27338d9b","General_Liability",350,60,1
"c8e06817-10e7-468b-956a-af9385d8f9a0","General_Liability",503,31,0
"7be15882-be40-47c6-975a-56e5c06982fd","General_Liability",544,39,1
"f13a4b1b-f1fe3-3e49-f60c2-824c38e79a","General_Liability",687,39,1
"08519bc8-b7863-c7fd-3ad01-47cd13b476","General_Liability",400,39,1
"27ee0cce-fcfc-4cc1-bab2-6718fa773b8a","Business_Owners_Policy_BOP",502,39,1
"a2f3a016-de72-45b7-ab4f-f8dff8dcf7be","General_Liability",775,47,1
"6de9abea-1de1e-2a9c-d0da1-1e46995649","General_Liability",1205,9,1
"33fdfbdd-407e-4f38-89f7-40d8938e8e65","Business_Owners_Policy_BOP",500,39,0
"8d385f1d-ee51c-03af-8725d-032a979d90","General_Liability",1041,31,1
"a4fafe07-89805-3c79-4fc11-cd9845602c","General_Liability",917,39,0
"abaf309c-e818-4ca9-9383-692ff473c4de","CW_Umbrella_Policy",1007,29,1
"a4fafe07-89805-3c79-4fc11-cd9845602c","General_Liability",550,60,0
"a659f079-95e0-47af-b2cc-9f3543c949d6","General_Liability",583,60,1
"a4fafe07-89805-3c79-4fc11-cd9845602c","Business_Owners_Policy_BOP",475.59,30,0
"56926de2-cdb5d-6e05-42c55-7983c5f193","Business_Owners_Policy_BOP",1042,30,1
"2b190274-efb9-45d0-85d5-ef2335ff6e7b","CW_Professional_Liability",503,31,1
"4d584203-4a00-4d34-ac91-e35ee0052bff","CW_Professional_Liability",400,31,1
"e97f59d2-6021-44ed-8d7b-2cc10f1679e0","General_Liability",705.5,9,1
"9b7cd2da-d04d6-3c25-73b77-930c2cda89","Business_Owners_Policy_BOP",523,60,0
"9b7cd2da-d04d6-3c25-73b77-930c2cda89","Business_Owners_Policy_BOP",523,60,0
"931dd939-03f0c-83ce-f87ee-7592af2806","Workers_Compensation",3568,40,1
"9b7cd2da-d04d6-3c25-73b77-930c2cda89","Business_Owners_Policy_BOP",537,60,0
"dbf57cf1-bcead-6dd4-5079e-8fc11ac1be","CW_Other",1726.16,74,0
"2e200821-a9c7-4776-93af-1fb61272e0b8","General_Liability",1087,39,0
"99f1b398-ddffa-d3f7-16314-c078e545d1","General_Liability",500,39,0
"3de46eb9-3b112-0368-9c0d9-f816e0d305","Business_Owners_Policy_BOP",1715,30,1
"05ba9e31-ebc6-4c1f-afeb-58878b2f6990","General_Liability",9548,39,0
"667669b8-fb764-3822-4a627-084a095fe4","General_Liability",500,31,1
"c6ddf729-ff2e9-9963-f0592-d53ebd2b59","General_Liability",990.25,4,1
"c464d7c8-ff48-4b8e-a0b1-fdf7ab9f83a3","Workers_Compensation",2589,29,1
"6e7fdb00-0981-4361-bed5-856a7168914d","Business_Owners_Policy_BOP",501,60,0
"c4748583-d523-4e8a-ab15-a5d3f20b10c6","CW_Professional_Liability",495,21,0
"6e7fdb00-0981-4361-bed5-856a7168914d","Business_Owners_Policy_BOP",501,60,0
"c4748583-d523-4e8a-ab15-a5d3f20b10c6","Business_Owners_Policy_BOP",1279.69,30,0
"6e7fdb00-0981-4361-bed5-856a7168914d","Business_Owners_Policy_BOP",501,60,0
"42b04612-dab69-d426-146d7-8cfcfcab90","General_Liability",776,39,1
"ecd7664a-46a97-de73-a4aa7-c2c20306da","General_Liability",350,31,0
"6e7fdb00-0981-4361-bed5-856a7168914d","General_Liability",350,31,0
"3b2fd7e2-62b88-a11e-10c04-300e45d5e3","General_Liability",500,31,1
"ead405a3-a679-4ca4-85ba-0ef305966e8c","CW_Professional_Liability",495,21,0
"c3cedc45-b51a2-97e0-979f2-122d09fb18","CW_Professional_Liability",693,31,0
"1d408586-b5932-2db8-f70a3-496c95d366","CW_Pollution_Liability",1622.25,21,1
"ead405a3-a679-4ca4-85ba-0ef305966e8c","General_Liability",346,31,0
"ead405a3-a679-4ca4-85ba-0ef305966e8c","General_Liability",250,21,0
"ddfbab07-83b67-6312-dcc43-22e95ae6c9","General_Liability",6563,31,0
"38b0054d-da542-6cb4-a383a-79dd9553e6","Commercial_Auto",3589,53,0
"8dc7b25c-0e8f1-c8c9-b000b-6ab5212f12","Business_Owners_Policy_BOP",500,39,0
"44a07869-d70a4-a8f0-35f24-5c9bfb2cab","General_Liability",350,39,1
"4284f5eb-db265-2f48-8bd2d-701d0c424d","General_Liability",495,31,1
"0d6f3bc0-28c2-4791-b3a8-be94aec01317","General_Liability",495,31,1
"27bb90b1-33a5-4f18-909a-046c3bd440f5","CW_Professional_Liability",400,31,1
"aa61f6e6-41966-219a-eb112-09c7d52dcd","Workers_Compensation",3541,29,1
"d1aecf0e-645e-4649-b6cd-49f31ef5a9ff","CW_Umbrella_Policy",455,39,1
"a797ce4e-28fda-fc57-3d714-a14d0fcb1e","Business_Owners_Policy_BOP",500,60,1
"dfcc231a-58528-85ce-9c7c7-913d802799","CW_Garage_Liability",1723,39,1
"ce012d7f-74bd2-3caa-16934-7e97f5a669","Business_Owners_Policy_BOP",726,30,1
"a797ce4e-28fda-fc57-3d714-a14d0fcb1e","Business_Owners_Policy_BOP",500,60,0
"9e309959-15bdb-e67e-535b2-58939b8f90","CW_Errors_Omissions_E_O",500,31,1
"9a8ba197-3308b-3a1d-ce1f2-54405888bd","General_Liability",500,39,1
"a63a01ed-2e8e9-071e-5470e-f475639f01","Business_Owners_Policy_BOP",500,60,1
"f25d8a6f-ab095-997f-a06e1-29ce961c94","Package",2051.73,39,1
"7177936b-30e2a-201c-0d584-1f6e564933","Commercial_Auto",2028,53,1
"1017fc3c-ec143-83d5-0f17d-dffce5c0c3","Business_Owners_Policy_BOP",500,60,0
"27b07060-4d1e8-9435-930d3-d4514ace12","Business_Owners_Policy_BOP",3028,29,1
"1017fc3c-ec143-83d5-0f17d-dffce5c0c3","Business_Owners_Policy_BOP",500,60,1
"1017fc3c-ec143-83d5-0f17d-dffce5c0c3","Business_Owners_Policy_BOP",500,60,0
"ac174f23-f91c-4991-8927-db8820b94d47","General_Liability",792,9,1
"62eb5877-17c83-56d5-ade47-31a069a47c","CW_Surety_Bond",112.5,67,0
"da7ccb52-acc5f-c6c5-b7909-b3f286c12e","Business_Owners_Policy_BOP",530.52,39,0
"da7ccb52-acc5f-c6c5-b7909-b3f286c12e","Business_Owners_Policy_BOP",505,60,1
"6e7fdb00-0981-4361-bed5-856a7168914d","General_Liability",250,21,0
"6e7fdb00-0981-4361-bed5-856a7168914d","General_Liability",350,39,0
"e94d4c57-1aa40-6b82-8cdd6-5a5f1b4f6e","General_Liability",666,39,1
"6e7fdb00-0981-4361-bed5-856a7168914d","General_Liability",371,60,1
"8ec85435-b909f-f7ff-9dd13-6b1c958088","Commercial_Auto",441,39,1
"1425fd91-0befa-7a0d-4453e-7da185a73b","General_Liability",729,39,1
"fef95843-4e5af-078b-2810d-aa710f9b91","Business_Owners_Policy_BOP",1059,60,1
"f3ce095e-b963-441d-b8f5-cd6033bd6452","General_Liability",350,31,0
"727182bf-6913-4a6c-8d3c-165a0df57a20","CW_Errors_Omissions_E_O",463,21,1
"19bc3ef9-bd48-470d-95ae-feaa5ac579f2","General_Liability",346,31,1
"19bc3ef9-bd48-470d-95ae-feaa5ac579f2","General_Liability",443,39,0
"548ff904-9f495-b903-24e01-c97cf9806f","General_Liability",399,39,1
"548ff904-9f495-b903-24e01-c97cf9806f","General_Liability",650,60,0
"19bc3ef9-bd48-470d-95ae-feaa5ac579f2","CW_Professional_Liability",1026,21,0
"483bda7c-a064b-c00b-c1f4a-b54c7df7b2","CW_Professional_Liability",2010,31,1
"dbe9c807-589e0-4808-f1953-5d0bb52aab","Business_Owners_Policy_BOP",1194,39,0
"dbe9c807-589e0-4808-f1953-5d0bb52aab","Business_Owners_Policy_BOP",500,60,0
"dbe9c807-589e0-4808-f1953-5d0bb52aab","Business_Owners_Policy_BOP",589,60,1
"d752a43a-83328-d4e9-d3ace-546cb46f75","General_Liability",350,31,1
"dbe9c807-589e0-4808-f1953-5d0bb52aab","Business_Owners_Policy_BOP",608,60,0
"6b332483-de1d-4af4-b3b9-1c718270accf","General_Liability",454,21,0
"0cb30307-1a67-4fe1-ad4b-153b2794295c","Commercial_Auto",3483,53,1
"0d6f3bc0-28c2-4791-b3a8-be94aec01317","General_Liability",575,39,0
"74020e89-0b0c-4cdb-bb68-64a2e707f03d","General_Liability",929,39,0
"4b3b7438-bc31-4ceb-ad0f-df1bffdf2eae","General_Liability",637,39,1
"e7b9a6e9-d712c-08ca-5a1fe-abfa2a1ef8","CW_Special_Events",176,50,1
"4a80069a-4a4f7-db55-ab461-920b41d53e","General_Liability",770,31,1
"02a6d413-d776-49ad-87cd-15b9d1cf1403","General_Liability",495,31,0
"68675bb4-374dc-3954-3e0c3-a1851b4a10","Business_Owners_Policy_BOP",889,60,0
"1d1554de-31a1f-9f0b-7670d-16b7f93daa","Business_Owners_Policy_BOP",1373,39,1
"3fe10644-8f957-0667-b9208-73efe54aea","General_Liability",350,31,1
"9decfd7e-abf3-4dae-892d-dcc209185360","General_Liability",650,60,0
"14f11f93-7f92-4552-85f6-ab55fa1fc8c3","Business_Owners_Policy_BOP",720.75,22,1
"9827c092-73170-3da8-dce77-03232e9a56","Business_Owners_Policy_BOP",1039.5,30,1
"6215c4c4-e02c7-aff1-2d69d-3db256728a","CW_Garage_Liability",859,39,1
"d89e882c-45cc6-cbda-1ac43-366c314d33","General_Liability",350,31,1
"06be33a0-14e1-4bb7-bdc5-31da939979dc","General_Liability",991,40,1
"180efb9e-401f-4f64-94b5-ccbbaa5d3d1a","CW_Professional_Liability",500,31,0
"1028d91e-09ed-4ff3-85f0-e5bd2840c250","Commercial_Auto",1665,53,1
"f3715e02-32915-cad8-bfe09-6a62ce012c","CW_Disability_Insurance",125,29,1
"3ea981e4-3c11-41e6-9557-c5b034c20be7","General_Liability",1000.25,40,1
"996c8a72-ee50-486f-bacc-548aa0444246","Business_Owners_Policy_BOP",335,22,0
"af2fdc57-78c7-4bb0-b69e-43bc9e3a60da","General_Liability",544,39,1
"3dc942a8-b04c-40e5-ac26-0ad35a311839","General_Liability",355,39,0
"ca6d9331-c2b6-4d90-9ee9-daa549f10f58","General_Liability",1248,39,0
"e11b13c3-53ebb-ba34-17f72-ce7ad2445c","CW_Umbrella_Policy",2337,39,1
"e11b13c3-53ebb-ba34-17f72-ce7ad2445c","General_Liability",16569.73,39,0
"c5dd37e8-0692-4795-863d-6a51928f28c7","General_Liability",2139.1,56,1
"b0a61f65-3304-476d-bba2-5623784e4f2b","Business_Owners_Policy_BOP",1365.01,30,0
"3f66f232-b7d9b-ab83-a113c-847dde9e76","Workers_Compensation",735,22,1
"ad8b5be5-c848c-9906-389cf-7e27729d62","General_Liability",552,31,1
"d5252d42-0f679-e440-11007-ad177515b6","CW_Professional_Liability",922.5,72,0
"9260ade1-3c8c-4158-9703-a5a4b4ed6817","General_Liability",350,31,1
"68c76966-68087-3469-60a3a-eaa8b5f1e3","General_Liability",500,39,0
"3c460272-ce64f-8fce-216a3-36d4497d9b","Commercial_Property",503,39,1
"b5cdaec3-ec2a-42db-98aa-84f22ea010fc","CW_Errors_Omissions_E_O",400,31,1
"32f3a11f-11c3-4b35-80da-1bda9d46b52b","General_Liability",779.52,40,1
"c21458b7-2fad-49da-ab81-adc982dcee72","General_Liability",346,31,1
"f3ce095e-b963-441d-b8f5-cd6033bd6452","General_Liability",650,60,1
"f3ce095e-b963-441d-b8f5-cd6033bd6452","General_Liability",650,39,0
"36f4a143-9720c-dfdf-822b5-15e4f47678","General_Liability",967,39,0
"70983144-62613-60b3-b08ed-fccea6e26c","Workers_Compensation",338,22,1
"36f4a143-9720c-dfdf-822b5-15e4f47678","General_Liability",650,60,0
"6e2ae5fe-2b213-5849-5430f-ff2a604648","General_Liability",500,31,1
"1c26bd05-bba72-3653-fb6ab-47f3b6ed06","General_Liability",500,39,1
"74f9373e-2898-4734-a645-22f8dbb5e71d","CW_Surety_Bond",150,67,1
"b9176c63-fd86-41a1-b538-7856e1aa6e4a","General_Liability",574,31,1
"2ca9ffdc-bd156-9ec7-bf5fb-2c18cab52a","Business_Owners_Policy_BOP",808,30,1
"b9176c63-fd86-41a1-b538-7856e1aa6e4a","General_Liability",927,39,0
"2ca9ffdc-bd156-9ec7-bf5fb-2c18cab52a","Business_Owners_Policy_BOP",600,39,0
"bc1ba915-11693-15ac-c84b4-5de5399d85","CW_Other",5000,22,0
"92337029-72b8-4d35-8c19-1efe2bb4b550","General_Liability",513,39,1
"dd95da05-16339-a95f-c0086-ab7cf6f1b6","Business_Owners_Policy_BOP",500,60,0
"cc4a1c5d-406d3-c29b-aa985-146ee1c00f","General_Liability",2172,39,1
"eddcdd4c-8cc5-41ad-86a7-61c6262b795a","CW_Disability_Insurance",397,29,1
"ba702930-80e01-3741-93024-c1e1607dee","General_Liability",350,31,1
"ba702930-80e01-3741-93024-c1e1607dee","CW_Professional_Liability",500,31,1
"71f57723-797b-4be4-9cea-01feced5b80e","General_Liability",395,39,1
"bb7f381e-0588-42f3-b2c0-ed9ea13820df","General_Liability",1750,31,0
"99d2553f-e929-450d-b8f4-5dced6de0a04","General_Liability",650,39,1
"b76bb71a-a1f41-afe3-6babe-13bbd2d1c9","Business_Owners_Policy_BOP",10258,29,0
"95e3b8ba-d5c73-4921-43347-2e28207c36","Workers_Compensation",17851,29,0
"22d8bcc7-15339-ced6-bbe55-afc0d14e5b","Business_Owners_Policy_BOP",3145,29,1
"95e3b8ba-d5c73-4921-43347-2e28207c36","General_Liability",2970,31,1
"582d0fb5-e1de8-a90f-77df9-1f6a1a4ba6","General_Liability",2114,39,1
"bba2c060-bf9a2-9af4-ae58f-163e5f6f25","General_Liability",1935,39,0
"bba2c060-bf9a2-9af4-ae58f-163e5f6f25","General_Liability",650,60,1
"12b437aa-c894-4d94-b10b-e62706377630","Business_Owners_Policy_BOP",821,29,0
"89bd0745-87232-237d-f40d7-d4c4f1fa83","Business_Owners_Policy_BOP",475,30,1
"bba2c060-bf9a2-9af4-ae58f-163e5f6f25","Business_Owners_Policy_BOP",2830.33,30,0
"89bd0745-87232-237d-f40d7-d4c4f1fa83","Business_Owners_Policy_BOP",475,30,0
"bba2c060-bf9a2-9af4-ae58f-163e5f6f25","Business_Owners_Policy_BOP",662,60,0
"bba2c060-bf9a2-9af4-ae58f-163e5f6f25","Business_Owners_Policy_BOP",664,60,0
"bba2c060-bf9a2-9af4-ae58f-163e5f6f25","Business_Owners_Policy_BOP",702,60,0
"ba6e8a56-0dcd-4b77-8cc6-5bd0f693afee","General_Liability",250,21,1
"64ce50c7-f14d0-06db-f8ea1-88efdcdf93","General_Liability",2424.76,59,1
"bb7f381e-0588-42f3-b2c0-ed9ea13820df","General_Liability",1594,39,0
"165d11af-c97b4-d940-0fced-88257954a4","CW_Professional_Liability",928.28,72,1
"864f2095-2e53a-191d-7137d-87285dd884","General_Liability",910,39,1
"ce6ae322-4a05-44a5-8757-f00aefaf8a31","General_Liability",350,60,1
"e65a015e-3856-4c0a-8888-6852d2248442","General_Liability",500,39,1
"881d5009-6195e-3721-6ba32-b91e17e6c7","CW_Umbrella_Policy",8039.7,47,1
"881d5009-6195e-3721-6ba32-b91e17e6c7","General_Liability",717,39,0
"85f8d566-0bb79-054f-ab021-2ffb525e54","Business_Owners_Policy_BOP",500,39,0
"1d408586-b5932-2db8-f70a3-496c95d366","Workers_Compensation",1763,48,0
"adf8f5f4-020dd-866a-d0dc0-917276b21e","Business_Owners_Policy_BOP",974,60,0
"adf8f5f4-020dd-866a-d0dc0-917276b21e","Business_Owners_Policy_BOP",1240,30,0
"fa3e8297-46d5b-5053-7719a-f3e19d8d92","Business_Owners_Policy_BOP",1169,30,1
"fbaf6008-8cbb0-79ac-f5557-f1c0e94923","General_Liability",1107.6,39,1
"c159d36a-a843b-16e4-c0e8f-5e5b0e0652","Business_Owners_Policy_BOP",475,30,0
"c159d36a-a843b-16e4-c0e8f-5e5b0e0652","Business_Owners_Policy_BOP",809,39,0
"c159d36a-a843b-16e4-c0e8f-5e5b0e0652","Business_Owners_Policy_BOP",500,60,0
"035aa206-67a5-4241-a5e7-5169d93a4c6a","General_Liability",2344,9,1
"d89e882c-45cc6-cbda-1ac43-366c314d33","CW_Errors_Omissions_E_O",2378,31,1
"347532d8-a3ad-4867-aeb6-35cb10fb14cc","General_Liability",350,31,1
"6b7027c8-31f9-4ed7-b907-36e94cf8f29c","General_Liability",650,60,1
"a394b349-8e70-4147-a387-ca204c63d8f0","Commercial_Auto",1066,29,1
"c21458b7-2fad-49da-ab81-adc982dcee72","General_Liability",350,39,0
"0350f53b-ad26-4008-85cf-d4e93a1a8a0f","General_Liability",833,39,1
"8e7c86a1-3050-47f1-b9cc-9651cda315e0","General_Liability",371,60,1
"b7fa3241-467d2-4350-e7ec4-e3cbb7be7f","Business_Owners_Policy_BOP",7070,29,1
"9d57f4e2-8a225-0e45-aaed0-2a55e40ebd","General_Liability",500,31,1
"a2f3a016-de72-45b7-ab4f-f8dff8dcf7be","Business_Owners_Policy_BOP",550,39,0
"221116d0-b15e0-5d99-93140-e7ae32d70a","Commercial_Auto",277.48,39,1
"a7d1f397-49f38-bc17-142ad-dedadae6ab","CW_Inland_Marine",826,39,1
"bc1ba915-11693-15ac-c84b4-5de5399d85","CW_Other",2500,22,0
"7aed5f77-d1d3-4b96-b7ff-a6986b678b2e","CW_Professional_Liability",390,31,1
"7238f9ff-6a6a2-ac42-b95c3-6d70b714b4","Commercial_Auto",2039,53,1
"3dc942a8-b04c-40e5-ac26-0ad35a311839","General_Liability",350,60,0
"80f5def5-e1b1a-249c-7f5ba-b9ff511203","General_Liability",500,39,0
"75183830-bebd-4046-9041-379d855f0a68","Business_Owners_Policy_BOP",505,60,0
"fd193188-e95a-4b4d-80b9-a724a7b3a7ce","General_Liability",649,39,1
"7f4ba77f-06ff-4c2a-afb7-61c3a5a5b9ec","Commercial_Auto",2694.2,33,1
"d42b930d-fade-4df8-a438-5a1f41943c42","General_Liability",775,59,1
"6aebfe39-8d366-942b-4b609-394ebb3324","General_Liability",640,9,1
"cc292fa2-1c7b9-3999-544b4-a1a992d8f1","Business_Owners_Policy_BOP",500,39,1
"cf91fb71-7f0af-2150-e8cee-35ab6e5f37","Business_Owners_Policy_BOP",475,30,1
"810ca722-7f663-7b1a-a8291-f9b09572d8","Business_Owners_Policy_BOP",475.63,30,1
"80644d74-0c9da-c4df-f48b9-c27c493a42","CW_Directors_Officers_D_O",4882,71,1
"82b9d063-69e7-424c-b28b-275390c278bd","Workers_Compensation",2159,29,1
"2a4b5720-5acad-588b-a9d17-bcb0b2a3d2","Workers_Compensation",4993,29,1
"856731a7-947b-4637-8373-2c8f63365eed","General_Liability",802,21,0
"1d9c5bd8-d6b4d-1821-2cb0c-8f308a5db7","CW_Professional_Liability",500,1,0
"88f4e0d1-10b9d-be4a-83498-8e956c7e59","General_Liability",1266,39,0
"233eebac-5a5a6-b2a7-d278b-a86c0c4f54","General_Liability",500,31,1
"59a37fde-de8c-4583-9d6b-6783de585719","Commercial_Auto",497,53,1
"30a44fb4-be835-91db-6de79-3575d8776a","General_Liability",718,1,1
