account_uuid,state,industry,subindustry,year_established,annual_revenue,total_payroll,business_structure,num_employees,region
9d2259e1-a6073-08e1-5c987-c12acabd4d,WA,Wholesale Trade,Motor Vehicle Supplies and New Parts Merchant Wholesalers,2014.0,10000.0,0.0,Limited Liability Company,0.0,West
8658aeb4-c908-4683-8bf2-cdb8d501b76e,FL,Retail Trade,Landscaping Services,2012.0,35000.0,13000.0,Individual,1.0,South
79c50f2b-1ec6b-7314-5a04d-3121234aa5,OH,"Professional, Scientific and Technical Services",Computer Facilities Management Services,2017.0,800000.0,0.0,Limited Liability Company,0.0,Midwest
def9cfbd-720f4-08a6-a179e-32d6e5f62f,WA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,25000.0,0.0,Limited Liability Company,0.0,West
d9bfb847-64262-b682-bfb23-aaaadb548a,FL,Contractors,Masonry Contractors,2011.0,250000.0,40000.0,Limited Liability Company,1.0,South
4c9d671d-fb7f8-5a26-19bac-2096c24210,TX,Finance and Insurance,Direct Life Insurance Carriers,2017.0,5000.0,0.0,Individual,0.0,South
455ce087-9bee2-27f5-a174a-edeba58f2c,AZ,Contractors,Masonry Contractors,2017.0,100000.0,0.0,Limited Liability Company,0.0,West
d10a1ef1-7a392-be00-45b7b-52aee6af28,NY,Finance and Insurance,Insurance Agencies and Brokerages,2007.0,500000.0,1.0,Corporation,6.0,Northeast
020d9c42-d24c-402e-9229-3cce0056390c,NC,Food and Accommodation,Limited-Service Restaurants,2018.0,250000.0,50000.0,Limited Liability Company,4.0,South
b1bfd078-c2c3-44d3-bee4-cfe12b148d21,GA,Unknown,Unknown,2018.0,150000.0,60000.0,Limited Liability Company,2.0,South
644863f2-8aef-47f6-b8a4-87c72c99570d,FL,Other Services,Beauty Salons,2018.0,20000.0,0.0,Limited Liability Company,0.0,South
d0eb4d9d-96a8a-4f08-e9c73-7b5b715d48,AL,Retail Trade,Sporting Goods Stores,2012.0,60000.0,15000.0,Individual,2.0,South
bd89fd12-0aa7e-619e-3cba5-39defecb0b,MA,Administrative Services and Building Maintenance,Carpet and Upholstery Cleaning Services,2017.0,20000.0,15000.0,Individual,3.0,Northeast
d167e429-633f1-cdfd-ae8f5-dfcebd2f2f,LA,Food and Accommodation,Caterers,2017.0,100000.0,0.0,Limited Liability Company,0.0,South
68675bb4-374dc-3954-3e0c3-a1851b4a10,MO,Contractors,Residential Remodelers,2017.0,40000.0,30000.0,Limited Liability Company,1.0,Midwest
7fd0b111-c0f43-9707-41fb3-80656def54,MO,Food and Accommodation,Full-Service Restaurants,2017.0,120000.0,18000.0,Limited Liability Company,1.0,Midwest
f304ae6e-6ac8-4f5c-a0dc-ace166684ed1,DE,Administrative Services and Building Maintenance,Janitorial Services,2018.0,9000.0,0.0,Individual,0.0,South
34353ca5-6ec1a-ac76-b8171-855a5afc21,MD,Non Profits,Religious Organizations,1999.0,80000.0,0.0,Non-Profit,0.0,South
e7b26d4b-cfa5-4dbf-8e77-360c6efe6cc0,CA,Food and Accommodation,Full-Service Restaurants,2009.0,400000.0,0.0,Individual,0.0,West
881b4939-d52cc-e1aa-ed45c-32e959ea58,LA,Other Services,All Other Personal Services,2017.0,50000.0,0.0,Limited Liability Company,0.0,South
998d9e04-eaaa-4bbf-aee1-7982a739855c,SC,Food and Accommodation,Full-Service Restaurants,2018.0,200000.0,62220.0,Limited Liability Company,17.0,South
bfd59a38-0021-427f-ab21-2d36fa92b3e9,MI,Administrative Services and Building Maintenance,Janitorial Services,2016.0,10000.0,0.0,Limited Liability Company,0.0,Midwest
5754e1d2-c9dc-4522-8a94-941e5985e856,IL,Contractors,Residential Remodelers,2017.0,15000.0,0.0,Individual,0.0,Midwest
2840d92a-51838-3e1a-69463-18ea2bd780,AZ,Unknown,Unknown,1989.0,260000.0,100000.0,Individual,1.0,West
b5761cd3-84fed-2440-c8a0a-7860529061,AL,Retail Trade,Landscaping Services,2015.0,90000.0,25000.0,Limited Liability Company,1.0,South
c5562dfe-57cae-3018-9d5e3-56850cfac8,LA,Other Services,Nail Salons,2016.0,45000.0,14000.0,Individual,2.0,South
e547efdf-50f6c-cd0d-a01ed-20ca6dc2be,VA,Unknown,Unknown,2017.0,50000.0,0.0,Corporation,0.0,South
88013202-77646-b0b3-d1bfa-aedd269ca2,CA,Retail Trade,Book Stores,2017.0,30000.0,0.0,Individual,0.0,West
59e6f143-2e5df-81e1-d6090-14caadd8f3,NY,"Professional, Scientific and Technical Services",Tax Preparation Services,2015.0,100000.0,0.0,Limited Liability Company,0.0,Northeast
21734b03-c0e1-44f5-a81d-5fdbcfafe575,NC,Education,Computer Training,2013.0,3500000.0,1200000.0,Corporation,25.0,South
01d66241-8ed7-44fd-94f7-57c4101f4909,NM,Retail Trade,"Gift, Novelty, and Souvenir Stores",2014.0,500000.0,0.0,Individual,0.0,West
3a8a55dd-bf09-451a-a207-3b67837fb04e,AZ,Contractors,Residential Remodelers,2018.0,100000.0,0.0,Limited Liability Company,0.0,West
72628f12-eaeb-45b0-b6f8-14d7e9f4d729,OR,Contractors,Residential Remodelers,2018.0,15000.0,0.0,Limited Liability Company,0.0,West
f0f42103-6388-43f5-82ab-02eef2518311,GA,Food and Accommodation,Full-Service Restaurants,2018.0,50000.0,1.0,Individual,2.0,South
e5774d2e-073e6-d01c-8b64f-d7c45ac9ef,KY,Manufacturing,Nonupholstered Wood Household Furniture Manufacturing,2017.0,100000.0,45000.0,Limited Liability Company,4.0,South
b98ff2af-d050c-4ede-8fa7e-f1999ca224,MD,"Sports, Arts, Entertainment, and Recreation","Independent Artists, Writers, and Performers",2017.0,1500.0,1500.0,Individual,0.0,South
b4cbc4aa-69163-75c6-12a2d-503c65ba8a,OK,Contractors,Painting and Wall Covering Contractors,2017.0,60000.0,25000.0,Limited Liability Company,2.0,South
ffc34072-d0ea4-43b6-529f1-36d86db56f,VA,"Sports, Arts, Entertainment, and Recreation",Amusement Arcades,2016.0,307000.0,0.0,Limited Liability Company,0.0,South
87465638-f658-4610-9942-4f71baf9ab59,CA,Education,All Other Miscellaneous Schools and Instruction,2017.0,150000.0,0.0,Limited Liability Company,0.0,West
3be524a6-3a515-8987-14adc-ba94d536bd,LA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,6000.0,6000.0,Individual,1.0,South
9015a44e-27c36-e067-8362c-76d64bfe0b,PA,Finance and Insurance,Insurance Agencies and Brokerages,2017.0,30000.0,30000.0,Limited Liability Company,0.0,Northeast
a9a99db2-7ebd2-0944-e53dc-6349d9f110,AL,Administrative Services and Building Maintenance,Janitorial Services,2014.0,15000.0,5000.0,Limited Liability Company,2.0,South
041a188f-c2224-316a-8485b-f347f8af7d,CO,Non Profits,Religious Organizations,2010.0,200000.0,7200.0,Non-Profit,1.0,West
8ee123fc-a771-47e6-a92a-9b69a4ba7f72,SC,Food and Accommodation,Full-Service Restaurants,2018.0,150000.0,25000.0,Limited Liability Company,2.0,South
c5d80a29-89732-8c21-7ddcf-001cff3b78,IL,Unknown,Unknown,2018.0,275000.0,85000.0,Individual,2.0,Midwest
a23e9298-6af8-4f48-9354-17de3f0b656a,TX,Retail Trade,Electronic Shopping,2017.0,3000.0,0.0,Individual,0.0,South
93c7793f-f08be-6f31-31138-61b262e095,CA,Consultants,Other Management Consulting Services,2017.0,180000.0,150000.0,Individual,1.0,West
0e1ca4b7-a4cd1-0902-750dd-80fc5fd8c9,CA,Other Services,Employment Placement Agencies,2017.0,400000.0,100000.0,Limited Liability Company,16.0,West
5c7bbbdd-fe2b8-675d-5a0b1-c5ec174161,NV,Food and Accommodation,Full-Service Restaurants,2002.0,1000000.0,300000.0,Limited Liability Company,19.0,West
aabf87ef-5e17a-6260-195a8-48557f4fe2,MS,Retail Trade,Automotive Parts and Accessories Stores,2017.0,150000.0,60000.0,Limited Liability Company,3.0,South
b8e2605e-c07a-4ed7-8d0f-67611eedb025,GA,Retail Trade,Vending Machine Operators,2018.0,20000.0,0.0,Limited Liability Company,0.0,South
53074722-83ef-44b5-ae0a-fe5023453c27,CA,Administrative Services and Building Maintenance,Janitorial Services,2015.0,15000.0,0.0,Individual,0.0,West
67ed325d-bede-4d7d-b8ff-ee592c56f317,FL,Construction,New Housing For-Sale Builders,2018.0,200000.0,0.0,Individual,0.0,South
71ed056a-1a7c9-a596-8123e-6da033c702,NC,Administrative Services and Building Maintenance,Janitorial Services,2017.0,25000.0,0.0,Individual,0.0,South
14f2957c-2b112-def8-a27dd-757de0e0d1,PA,Administrative Services and Building Maintenance,Carpet and Upholstery Cleaning Services,2017.0,5000.0,1800.0,Limited Liability Company,2.0,Northeast
9e32970b-ffc92-4ed6-bac67-6a3a9c34c0,TX,Food and Accommodation,Limited-Service Restaurants,2017.0,100000.0,0.0,Limited Liability Company,1.0,South
4463deed-3f71-42bf-ae07-5d2ccc1b6d8a,NY,Other Services,Beauty Salons,2007.0,75000.0,23000.0,Limited Liability Company,2.0,Northeast
3605d95d-31161-9584-cce46-f7bddc5359,NY,Education,Professional and Management Development Training,2017.0,40000.0,0.0,Individual,0.0,Northeast
a57f5b1e-2fc1-41bc-91b6-6b16c9884e04,NJ,Manufacturing,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,2016.0,180000.0,0.0,Limited Liability Company,0.0,Northeast
2b345cbc-1230d-6e3b-09f43-1b1bef71bf,MO,Administrative Services and Building Maintenance,Janitorial Services,2017.0,50000.0,50000.0,Individual,0.0,Midwest
bba2c060-bf9a2-9af4-ae58f-163e5f6f25,LA,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2012.0,80000.0,15000.0,Limited Liability Company,1.0,South
2c0fd010-7b46-4c35-b72f-960f577e8064,NC,Retail Trade,Landscaping Services,2017.0,35000.0,12000.0,Individual,2.0,South
4d52c468-68b00-f3f7-56577-5ff02c2869,MA,Healthcare,Offices of Podiatrists,2018.0,100000.0,20000.0,Corporation,1.0,Northeast
3ccce3f2-8bb16-f89c-6a9c9-e203c3af10,MO,Non Profits,Grantmaking Foundations,2016.0,100000.0,0.0,Non-Profit,0.0,Midwest
e5dffc33-ab6a-46e5-b5a3-900aeaf276e4,TN,Real Estate,Lessors of Miniwarehouses and Self-Storage Units,2018.0,0.0,0.0,Individual,0.0,South
c2e4c537-af57a-a8f2-2584b-395039550d,TX,Transportation and Warehousing,"General Freight Trucking, Local",2017.0,80000.0,42000.0,Limited Liability Company,0.0,South
76656292-87d58-adef-ed01e-0eaef3fd78,NY,Consultants,Marketing Consulting Services,2017.0,35000.0,35000.0,Limited Liability Company,0.0,Northeast
9e245143-7a411-f80a-bfaa8-21ca4d3c46,CA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,10000.0,5000.0,Individual,1.0,West
fd335d92-4d83-4c6a-9e9b-7888267ede20,CO,"Professional, Scientific and Technical Services",Translation and Interpretation Services,2010.0,80000.0,0.0,Limited Liability Company,0.0,West
89677794-5208f-f16c-f738c-4d3f1c14a1,WV,Retail Trade,Landscaping Services,2017.0,25000.0,0.0,Individual,0.0,South
d4829924-eb41-42c3-80a1-20e26dbb41c4,CA,Other Services,Exterminating and Pest Control Services,2018.0,700000.0,0.0,Limited Liability Company,0.0,West
18ec494e-c7b5-48d7-9052-911407c9438a,OH,Contractors,Painting and Wall Covering Contractors,2018.0,50000.0,25000.0,Limited Liability Company,1.0,Midwest
2311d7fc-7acc5-bb80-fa9f8-84cf177564,CA,Other Services,All Other Personal Services,2015.0,10000.0,0.0,Individual,0.0,West
29fe3e8d-9292-449f-87f2-0ed85021d7fe,NJ,Retail Trade,Sporting Goods Stores,2010.0,2550000.0,100000.0,Corporation,3.0,Northeast
18279a8d-7bed3-5e01-93b5c-273df363d1,AR,Administrative Services and Building Maintenance,Janitorial Services,2017.0,10000.0,0.0,Individual,0.0,South
f062a6de-1f024-39f2-f0da5-de1450cc56,CA,Unknown,Unknown,2009.0,165000.0,7800.0,Partnership,1.0,West
8d77e3d2-777c-4549-ad0c-d338e0ecef26,NJ,Other Services,All Other Personal Services,2018.0,7500.0,0.0,Limited Liability Company,0.0,Northeast
6b107de9-040f5-b818-a327a-46aef375d9,WA,Manufacturing,All Other Miscellaneous Fabricated Metal Product Manufacturing,2010.0,100000.0,0.0,Limited Liability Company,0.0,West
eb0a3a34-8e70d-ea63-f3991-0e2d12dcd3,CA,"Professional, Scientific and Technical Services",Research and Development in Biotechnology,2018.0,100000.0,0.0,Limited Liability Company,0.0,West
f724898f-41b52-d685-c8edf-32e0f4c7cd,NJ,Retail Trade,Jewelry Stores,2017.0,50000.0,0.0,Limited Liability Company,0.0,Northeast
63498965-4671d-3689-79382-113686e584,MO,Food and Accommodation,Full-Service Restaurants,2017.0,150000.0,35000.0,Individual,5.0,Midwest
8971d99a-75b2a-ff98-00beb-e7009c030e,TX,Administrative Services and Building Maintenance,Janitorial Services,2018.0,15000.0,0.0,Individual,0.0,South
22b135cb-bbb49-a29c-a7a92-7d31c621ae,ME,Other Services,Pet Care (except Veterinary) Services,2014.0,35000.0,35000.0,Individual,0.0,Northeast
df17737b-60fe-46ff-b67d-286bb9d11a13,FL,"Professional, Scientific and Technical Services",Building Inspection Services,2000.0,50000.0,0.0,Individual,0.0,South
f09e1383-2467-4741-9bd3-39cfd7a2b399,CA,Food and Accommodation,Full-Service Restaurants,2017.0,600000.0,60000.0,Individual,8.0,West
aceebb45-6d28c-8709-9b84a-2d3d0f6251,MN,Consultants,Other Scientific and Technical Consulting Services,2013.0,300000.0,200000.0,Limited Liability Company,3.0,Midwest
5f2d7ce3-3a35-4e7b-8d85-72ed0da3ef69,CA,"Technology, Media and Telecommunications",Motion Picture and Video Production,2008.0,40000.0,0.0,Corporation,0.0,West
a5f644e5-32b28-df6d-44e72-977d3d4b7c,NM,Retail Trade,Electronic Shopping,2017.0,45000.0,25000.0,Limited Liability Company,0.0,West
f1aa2871-84a6-497d-873c-a88a4dc2bca3,MN,Real Estate,Lessors of Residential Buildings and Dwellings,2013.0,18000.0,0.0,Limited Liability Company,0.0,Midwest
2887ee0c-3b573-fb03-9afdc-4b42b3df9e,AZ,Retail Trade,All Other General Merchandise Stores,2017.0,120000.0,0.0,Limited Liability Company,0.0,West
267e769e-7fbcd-8dea-cbab9-644118dd64,CA,Consultants,Other Scientific and Technical Consulting Services,2017.0,50000.0,0.0,Limited Liability Company,0.0,West
9393d360-c601-4c6c-bd65-2f6c02495a91,VA,Other Services,Beauty Salons,2018.0,72000.0,0.0,Individual,0.0,South
6264f10e-1ec7f-504d-0b868-2935e85b8c,WI,Construction,New Single-Family Housing Construction (except For-Sale Builders),2017.0,100000.0,35000.0,Limited Liability Company,1.0,Midwest
c64de187-6771-41c2-8195-23061cf2cbbb,VA,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses),2015.0,200000.0,0.0,Limited Liability Company,0.0,South
7b85742d-1da7d-4708-aa80b-d618448018,TX,Contractors,Drywall and Insulation Contractors,2014.0,175000.0,35000.0,Individual,3.0,South
b6b4539d-3ea4-4156-9f22-e0ae3a85cbb3,MD,"Technology, Media and Telecommunications",Sound Recording Studios,2018.0,20000.0,0.0,Limited Liability Company,0.0,South
6b22ebeb-27acb-5ab5-6ff89-28e22b30da,NJ,Administrative Services and Building Maintenance,Janitorial Services,2017.0,50000.0,0.0,Limited Liability Company,0.0,Northeast
0f3f257d-e6d4d-6b8d-946a6-f6aeff8851,FL,"Professional, Scientific and Technical Services",Engineering Services,2017.0,30000.0,20000.0,Individual,2.0,South
f8f4f756-a1fd-4e13-9815-9f64f9f59eb3,FL,"Professional, Scientific and Technical Services",Landscape Architectural Services,2014.0,20000.0,1000.0,Individual,1.0,South
c3f95d2c-34acd-4214-81f0b-743cec1bd3,AL,Retail Trade,Children's and Infants' Clothing Stores,2016.0,300000.0,31000.0,Limited Liability Company,5.0,South
254692b5-bc7d-4e93-be27-dea3a9982806,GA,Food and Accommodation,Caterers,2015.0,10000.0,0.0,Limited Liability Company,0.0,South
9e4c539c-a803f-6696-4b9ea-a7ab394cde,FL,Food and Accommodation,Limited-Service Restaurants,2017.0,90000.0,45000.0,Limited Liability Company,7.0,South
2eda4ff3-90d8-453a-87ab-b77f84b97bc7,FL,Wholesale Trade,Stationery and Office Supplies Merchant Wholesalers,1955.0,50000.0,0.0,Individual,0.0,South
37118acf-bb5a-4655-9f33-8e2b2f843a11,CO,Retail Trade,"Gift, Novelty, and Souvenir Stores",2018.0,80000.0,0.0,Limited Liability Company,0.0,West
1ac9fe50-b96e6-cbc9-1e5c8-1911723d73,TX,Food and Accommodation,Full-Service Restaurants,2017.0,75000.0,60000.0,Individual,3.0,South
474fb93d-ddf0f-3d6d-f8d89-70e24661e6,CA,Food and Accommodation,Limited-Service Restaurants,2016.0,350000.0,100000.0,Limited Liability Company,12.0,West
16c38500-89152-3ec4-ad633-89c7173140,UT,Real Estate,Offices of Real Estate Agents and Brokers,2017.0,65000.0,0.0,Individual,0.0,West
6f8a9f42-f4bc3-6632-af724-3c02b6da3c,IN,Other Services,All Other Personal Services,2017.0,50000.0,0.0,Limited Liability Company,0.0,Midwest
4ed36f57-8ada-4da6-8451-cbd259027259,TX,Contractors,Other Building Equipment Contractors,2013.0,40000.0,0.0,Individual,0.0,South
f2a0c46c-90b6-45ec-80f9-86bfb3f18826,TX,Contractors,Other Building Finishing Contractors,2009.0,500000.0,75000.0,Partnership,1.0,South
0d6f3bc0-28c2-4791-b3a8-be94aec01317,FL,Contractors,All Other Specialty Trade Contractors,2018.0,80000.0,0.0,Limited Liability Company,0.0,South
e1e64897-da60-4d5c-86a2-487ad7b566eb,VA,Contractors,Finish Carpentry Contractors,2014.0,40000.0,0.0,Individual,0.0,South
bf9d327c-3da60-7776-41f1a-13c4013eb8,NJ,Food and Accommodation,Limited-Service Restaurants,2017.0,300000.0,45000.0,Limited Liability Company,5.0,Northeast
75db5146-1980a-6881-5568e-5618f7dfa5,VA,Retail Trade,Used Merchandise Stores,2017.0,100000.0,10000.0,Limited Liability Company,0.0,South
4f8d9180-b9c1-4d79-8ba1-075e479413af,AL,Finance and Insurance,All Other Insurance Related Activities,2018.0,60000.0,0.0,Limited Liability Company,0.0,South
efc16217-71006-27ed-863f7-58b8458d4c,NC,Retail Trade,All Other General Merchandise Stores,2016.0,100000.0,0.0,Limited Liability Company,0.0,South
02a6d413-d776-49ad-87cd-15b9d1cf1403,IL,Retail Trade,Landscaping Services,2013.0,25000.0,0.0,Individual,0.0,Midwest
2abe0c47-1d4e3-51db-1e2c4-1a1e2b67dc,FL,Contractors,Glass and Glazing Contractors,1992.0,150000.0,42000.0,Corporation,2.0,South
47488f71-14aea-360a-ff658-4703ac41b8,CA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,50000.0,30000.0,Corporation,0.0,West
3ccf0687-d142d-f035-2fcec-35ea721490,PA,"Professional, Scientific and Technical Services","All Other Professional, Scientific, and Technical Services",2017.0,50000.0,0.0,Limited Liability Company,0.0,Northeast
fc9390fe-0ac98-29c2-c6047-e847ffe095,GA,Manufacturing,Aircraft Manufacturing,2018.0,1.0,0.0,Individual,0.0,South
bb32b51a-8a16e-d7e7-11eba-5d314fe9f0,NJ,Retail Trade,All Other Miscellaneous Store Retailers (except Tobacco Stores),2018.0,200000.0,0.0,Corporation,0.0,Northeast
5593bd70-d3ae-4652-a278-d6d01b18c8ce,TX,"Professional, Scientific and Technical Services","All Other Professional, Scientific, and Technical Services",2018.0,90000.0,0.0,Limited Liability Company,0.0,South
65b05574-c7e54-6ed3-7e1a0-65862ff342,AL,Contractors,Finish Carpentry Contractors,2007.0,70000.0,0.0,Limited Liability Company,0.0,South
65de904f-c753c-9f81-78a9b-15f6ba2f44,CA,Contractors,All Other Specialty Trade Contractors,2017.0,10000.0,10000.0,Individual,0.0,West
1be505e4-bc32-4754-9595-7cf342f128ca,IN,Real Estate,Lessors of Residential Buildings and Dwellings,2017.0,350000.0,4000.0,Limited Liability Company,1.0,Midwest
ef3d932c-5eca-498f-8c75-dcf10b1e571e,FL,Contractors,Finish Carpentry Contractors,2018.0,100000.0,0.0,Limited Liability Company,0.0,South
127c5ede-ccbb-4064-a1bc-e08bc912b8fc,PA,"Professional, Scientific and Technical Services",Engineering Services,2018.0,50000.0,0.0,Corporation,0.0,Northeast
abbc6374-5460f-7619-7109d-4c9eb91e29,NY,"Professional, Scientific and Technical Services",Other Specialized Design Services,2016.0,75000.0,75000.0,Corporation,0.0,Northeast
a3ae4671-67e7f-ac09-5e457-d38fa3cfe7,CA,Other Services,Employment Placement Agencies,2017.0,80000.0,40000.0,Corporation,2.0,West
012a5e07-df5f-4ff1-aaf1-baeb2f1a8ba9,GA,Manufacturing,Wood Kitchen Cabinet and Countertop Manufacturing,2018.0,90000.0,0.0,Limited Liability Company,0.0,South
3d0bc934-38de-4465-a61c-e1ab3c625bc3,NJ,Contractors,Other Building Finishing Contractors,2015.0,72000.0,0.0,Limited Liability Company,0.0,Northeast
0612cf8b-a49d-443a-b05a-c402e3657934,PA,Contractors,Drywall and Insulation Contractors,2018.0,40000.0,0.0,Limited Liability Company,0.0,Northeast
9290c53c-5625-4df4-a8d3-d91ade2c0f1c,GA,Contractors,Residential Remodelers,2018.0,50000.0,0.0,Individual,0.0,South
0fbfc0b5-80b30-63d2-f7a8b-4b5ac2674e,IL,Wholesale Trade,Recyclable Material Merchant Wholesalers,2017.0,25000.0,25000.0,Individual,0.0,Midwest
59a9c420-ea78-44e0-b2e7-9d8a1011097a,AZ,Education,Professional and Management Development Training,2018.0,22000.0,0.0,Non-Profit,0.0,West
16e739d6-eb8b-47bf-803f-48eaff8126c1,MN,Education,Educational Support Services,2018.0,200000.0,0.0,Limited Liability Company,0.0,Midwest
7d04aaa4-bf14-440b-b7dc-29ab987d7c0e,FL,Real Estate,Offices of Real Estate Agents and Brokers,2018.0,80000.0,0.0,Limited Liability Company,0.0,South
9dafd571-34000-1270-de767-e584cc6007,FL,Food and Accommodation,Snack and Nonalcoholic Beverage Bars,2017.0,40000.0,30000.0,Individual,2.0,South
d24aa2b7-cf0d4-6804-466f2-a21c5e3d03,KS,Construction,New Single-Family Housing Construction (except For-Sale Builders),2017.0,80000.0,1.0,Limited Liability Company,0.0,Midwest
faf2ca0f-2037a-945b-03126-bbe457f361,FL,Manufacturing,Wood Office Furniture Manufacturing,2017.0,25000.0,0.0,Limited Liability Company,0.0,South
bb72b103-f4b54-1b09-739ae-32a74f28a7,MD,Retail Trade,Landscaping Services,2017.0,50000.0,0.0,Limited Liability Company,0.0,South
9946b9e1-df1a-42cb-914c-f753080bb03e,CA,Contractors,Painting and Wall Covering Contractors,2016.0,100000.0,42420.0,Individual,2.0,West
4f6ee4c4-8f97-4f3b-9edb-e6aeb7e851d8,MA,Education,Exam Preparation and Tutoring,2018.0,50000.0,0.0,Corporation,0.0,Northeast
45a391e5-b30f7-10d7-7183e-a854e67d4c,FL,Food and Accommodation,Limited-Service Restaurants,2018.0,220000.0,20000.0,Limited Liability Company,6.0,South
ad9bb550-9ab86-ec82-bdbcb-623321ec67,FL,Retail Trade,Landscaping Services,2017.0,30000.0,0.0,Limited Liability Company,0.0,South
148e05d2-b33a-4231-ac99-0ab10b16b317,SC,Contractors,Flooring Contractors,2018.0,20000.0,12000.0,Limited Liability Company,0.0,South
76ed9059-46d7f-a93f-ff219-3835732824,TX,Food and Accommodation,Drinking Places (Alcoholic Beverages),2017.0,100000.0,35000.0,Corporation,7.0,South
f10591d4-17b0-4f7b-9a03-da02a312a8b6,NJ,Manufacturing,Sheet Metal Work Manufacturing,2018.0,75000.0,0.0,Limited Liability Company,0.0,Northeast
71e15dd2-04b87-6d14-996a2-9f7754e2a8,NV,Healthcare,Community Food Services,2006.0,0.0,0.0,Non-Profit,10.0,West
72fdfead-95992-17b4-42465-ce08eb4d2c,GA,Education,Exam Preparation and Tutoring,2017.0,300000.0,240000.0,Corporation,8.0,South
5497ee88-e4e0c-130d-548bc-f73dbd0772,NC,"Professional, Scientific and Technical Services",Custom Computer Programming Services,2018.0,10000.0,0.0,Individual,0.0,South
80d72211-360d-4ffa-8799-bf6b9e83a9e5,FL,Retail Trade,Electronics Stores,2018.0,80000.0,5000.0,Limited Liability Company,1.0,South
1ae9b1fc-5078c-b2ee-57e0b-4a7c7153d2,MD,Food and Accommodation,Caterers,2017.0,30000.0,0.0,Limited Liability Company,0.0,South
8ec85435-b909f-f7ff-9dd13-6b1c958088,WA,Other Services,General Automotive Repair,2018.0,80000.0,0.0,Limited Liability Company,0.0,West
f2b58d9a-a3c3-4257-b075-f8a079483402,LA,Food and Accommodation,Caterers,2018.0,2000.0,0.0,Individual,0.0,South
33a3a241-a1c40-84b7-d20f6-f86d3e63b9,GA,Retail Trade,Landscaping Services,2017.0,25000.0,25000.0,Limited Liability Company,2.0,South
c97185f6-4eab-4acd-aaff-292703c5278c,OK,Retail Trade,Landscaping Services,2018.0,35000.0,0.0,Individual,0.0,South
860e8d8a-b9186-1146-8c513-3181f85cb4,VA,Contractors,Painting and Wall Covering Contractors,2017.0,40000.0,30000.0,Limited Liability Company,2.0,South
c100f6c2-e8c21-c1d2-09416-4973e0c9b3,CA,Other Services,Beauty Salons,2014.0,38000.0,0.0,Individual,0.0,West
d7210148-b263e-0b2a-e6657-c308488268,OH,Other Services,General Automotive Repair,2017.0,100000.0,0.0,Individual,0.0,Midwest
0b944a95-6f94-4b95-bb3d-bed1ee24b76e,NY,"Professional, Scientific and Technical Services",Building Inspection Services,2018.0,35000.0,0.0,Individual,0.0,Northeast
50c6dc09-91b4-49f2-8217-143e7272c15e,MD,"Professional, Scientific and Technical Services",Architectural Services,2018.0,50000.0,0.0,Limited Liability Company,0.0,South
9155c46c-768a6-f3b0-8743c-175b720af3,MA,Other Services,Commercial Screen Printing,2015.0,20000.0,0.0,Partnership,0.0,Northeast
771735ed-9926a-e363-c518c-ea796a1a20,OK,Retail Trade,Convenience Stores,2012.0,500000.0,15000.0,Individual,1.0,South
12311432-daee9-2e7f-500b5-705850f20b,LA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,50000.0,0.0,Limited Liability Company,0.0,South
c7219fea-11a12-bbe6-e7e28-36dec9a59c,FL,Administrative Services and Building Maintenance,Janitorial Services,2017.0,18000.0,0.0,Limited Liability Company,0.0,South
07e370af-2dfe7-8cdb-2a26b-d940c97543,CO,Other Services,All Other Personal Services,2016.0,5000.0,5000.0,Individual,0.0,West
58ea1ad5-7ca1-4f59-838f-b15e3686b53f,AZ,Consultants,Administrative Management and General Management Consulting Services,2016.0,7500.0,4500.0,Limited Liability Company,1.0,West
904e70fe-d2b1-4ad3-93a9-766179f13785,ID,"Professional, Scientific and Technical Services",Engineering Services,2013.0,75000.0,0.0,Limited Liability Company,0.0,West
cfe1cb6c-12a5-4b2d-83ee-21585fe0021e,KY,Contractors,Flooring Contractors,2015.0,25000.0,0.0,Individual,0.0,South
648cd6ab-a0e3d-7645-78bee-fcb904e915,NV,Finance and Insurance,Direct Life Insurance Carriers,2017.0,52000.0,1.0,Individual,1.0,West
0ed97b9a-d0ac2-83ea-f9b98-b15591f4a6,MA,"Technology, Media and Telecommunications",Motion Picture and Video Production,2010.0,25000.0,0.0,Limited Liability Company,0.0,Northeast
85583692-5458e-51b6-1df4d-799daef395,LA,Administrative Services and Building Maintenance,Janitorial Services,2015.0,8000.0,0.0,Limited Liability Company,0.0,South
2f6c570f-8441c-5508-91762-a466e48236,UT,Retail Trade,Landscaping Services,2014.0,46000.0,28800.0,Limited Liability Company,1.0,West
2ba999f4-d618-4dad-93e5-61d8c3763ad4,OH,Contractors,Painting and Wall Covering Contractors,2018.0,50000.0,0.0,Individual,0.0,Midwest
17c45377-c9fe4-c9fe-4375c-4e2e3a0a9d,CA,Administrative Services and Building Maintenance,Solid Waste Collection,2017.0,90000.0,0.0,Limited Liability Company,0.0,West
